Customer ID,Gender,Age,Married,Number of Dependents,Zip Code,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6691-CCIHA,Female,50.0,Yes,0.0,93522.0,3.0,Yes,2.0,71.0,None,Yes,,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,,Bank Withdrawal,84.8,,0.0,0.0,1637.26,7683.360000000001
5286-YHCVC,Male,,No,0.0,95310.0,1.0,No,0.0,21.0,None,Yes,34.62,No,Yes,DSL,14.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0.0,0.0,727.02,
3027-ZTDHO,,24.0,Yes,0.0,93650.0,3.0,Yes,1.0,21.0,,Yes,36.26,Yes,Yes,Fiber Optic,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,,111.2,2317.1,0.0,120.0,761.4599999999999,3198.56
5002-GCQFH,Male,72.0,Yes,0.0,95537.0,3.0,Yes,7.0,27.0,None,Yes,41.11,Yes,,Fiber Optic,14.0,Yes,No,Yes,No,No,No,No,Yes,,Yes,Bank Withdrawal,85.9,2220.1,0.0,0.0,1109.97,3330.07
8752-STIVR,Female,30.0,No,0.0,,5.0,No,0.0,71.0,,Yes,2.66,Yes,No,None,0.0,No,No,No,No,,No,No,No,Two Year,No,Bank Withdrawal,24.55,1719.15,0.0,0.0,188.86,1908.01
8295-FHIVV,Male,50.0,No,0.0,90660.0,,No,0.0,12.0,None,Yes,46.58,No,,DSL,26.0,No,No,No,Yes,No,,No,No,Month-to-Month,No,Bank Withdrawal,50.25,593.75,0.0,120.0,558.96,1272.71
8096-LOIST,Male,43.0,Yes,0.0,,4.0,,1.0,72.0,Offer A,Yes,38.3,Yes,Yes,Fiber Optic,3.0,,,Yes,No,Yes,No,No,,Two Year,Yes,Credit Card,97.95,7114.25,0.0,0.0,2757.6,
3106-ULWFW,Male,47.0,No,,,2.0,No,0.0,1.0,Offer E,Yes,48.58,No,Yes,DSL,21.0,No,No,No,No,No,,No,Yes,Month-to-Month,No,Credit Card,46.2,46.2,0.0,0.0,48.58,94.78
1535-VTJOQ,Female,76.0,,0.0,92117.0,2.0,No,,16.0,None,Yes,17.51,Yes,,Fiber Optic,7.0,No,No,No,No,Yes,No,No,,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0.0,280.16,1630.3100000000002
6173-ITPWD,Female,40.0,No,,90710.0,,,0.0,41.0,Offer B,Yes,36.47,Yes,Yes,DSL,8.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,,56.3,,0.0,0.0,1495.27,3859.27
5960-WPXQM,,,,,96096.0,3.0,,1.0,34.0,,Yes,40.78,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,,0.0,0.0,1386.52,4260.67
7587-AOVVU,Male,62.0,No,0.0,95060.0,,No,0.0,19.0,Offer D,Yes,46.49,No,Yes,Cable,8.0,,,No,,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,61.55,1093.2,,0.0,883.3100000000001,1976.51
7336-RLLRH,Female,50.0,,0.0,90006.0,5.0,No,0.0,25.0,None,Yes,1.36,No,No,None,0.0,No,No,,No,No,No,No,No,One Year,,Credit Card,19.9,,0.0,0.0,34.0,561.5
5297-MDOIR,Female,47.0,No,2.0,95824.0,4.0,No,0.0,43.0,None,Yes,10.19,No,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,Yes,Yes,Yes,,One Year,Yes,Credit Card,106.0,4532.3,0.0,,438.17,5100.47
1261-FWTTE,Male,58.0,,0.0,95476.0,3.0,No,,9.0,None,Yes,21.11,,Yes,Fiber Optic,6.0,Yes,No,No,No,No,,No,Yes,,No,Bank Withdrawal,,661.55,,0.0,189.99,851.54
2072-ZVJJX,Female,30.0,No,0.0,95519.0,,No,0.0,70.0,Offer A,Yes,,Yes,Yes,Fiber Optic,52.0,Yes,,,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,,0.0,0.0,714.7,8842.300000000001
8132-YPVBX,Male,60.0,No,0.0,,1.0,No,0.0,4.0,None,Yes,,Yes,Yes,,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.4,206.6,0.0,0.0,121.76,328.36
8696-JKZNU,Male,44.0,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990-HWIML,,,,,96007.0,,No,0.0,,None,Yes,32.57,,Yes,Fiber Optic,13.0,No,,Yes,,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,653.9,,0.0,293.13,944.75
4132-KALRO,Male,61.0,Yes,0.0,95648.0,5.0,Yes,2.0,47.0,Offer B,Yes,48.69,Yes,Yes,,21.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.1,5135.15,,,2288.43,7423.58
2528-HFYZX,Male,64.0,,0.0,,3.0,No,0.0,1.0,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24.0,No,Yes,,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0.0,0.0,8.56,
6928-ONTRW,Female,48.0,Yes,0.0,92122.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425-JWTDV,,,,,92281.0,3.0,Yes,5.0,55.0,None,Yes,,Yes,Yes,Cable,29.0,No,No,No,No,No,,No,Yes,,No,Bank Withdrawal,51.65,2838.55,0.0,0.0,1624.15,4462.700000000001
7989-AWGEH,Female,43.0,No,0.0,95646.0,,No,0.0,,Offer B,Yes,19.04,No,Yes,Fiber Optic,21.0,Yes,No,Yes,Yes,,Yes,,,,,Credit Card,102.5,4904.25,0.0,0.0,913.92,5818.17
7321-KKSDU,Male,,Yes,1.0,95446.0,3.0,Yes,9.0,72.0,Offer A,Yes,7.16,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,106.1,7548.6,23.39,0.0,515.52,
4522-AKYLR,Female,49.0,No,0.0,94555.0,3.0,No,0.0,1.0,None,Yes,43.06,,Yes,Fiber Optic,9.0,Yes,Yes,No,Yes,,No,No,Yes,,Yes,Credit Card,,83.4,0.0,0.0,43.06,126.46
1794-HBQTJ,Female,56.0,Yes,,94572.0,3.0,Yes,,56.0,,Yes,4.24,No,Yes,Fiber Optic,15.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,,Bank Withdrawal,80.3,4513.65,0.0,,237.44,4751.089999999999
9250-WYPLL,Male,25.0,Yes,1.0,93630.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9424-CMPOG,Female,60.0,Yes,3.0,95041.0,3.0,Yes,3.0,,Offer C,Yes,9.8,No,,None,0.0,No,No,No,No,No,No,No,,Two Year,No,Credit Card,21.0,697.7,0.0,0.0,303.8,1001.5
5948-UJZLF,Female,68.0,Yes,0.0,90063.0,4.0,Yes,4.0,55.0,None,Yes,,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,No,,,Yes,Two Year,No,Bank Withdrawal,,5044.8,12.48,0.0,1250.6999999999998,6283.02
7028-DVOIQ,Female,67.0,Yes,0.0,92860.0,,Yes,1.0,52.0,None,Yes,,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,,109.1,5647.95,0.0,0.0,213.72000000000003,5861.67
1231-YNDEK,Male,39.0,Yes,2.0,91304.0,2.0,Yes,,6.0,None,Yes,42.08,No,Yes,Fiber Optic,,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,531.0,0.0,0.0,252.48,783.48
9779-DPNEJ,Female,65.0,No,0.0,,,No,0.0,46.0,None,Yes,16.04,Yes,Yes,DSL,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,,69.1,3255.35,0.0,0.0,737.8399999999999,3993.19
1061-PNTHC,Female,61.0,No,0.0,92236.0,4.0,No,0.0,66.0,None,Yes,13.28,Yes,Yes,,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,5965.95,0.0,0.0,876.4799999999999,6842.429999999999
2661-GKBTK,Female,65.0,Yes,0.0,,,Yes,5.0,62.0,,Yes,,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,,No,No,Yes,,Yes,Credit Card,97.95,5936.55,0.0,0.0,707.42,6643.97
5155-AZQPB,Female,19.0,No,0.0,,5.0,No,0.0,,None,No,0.0,No,Yes,Cable,,,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.15,25.15,0.0,0.0,0.0,25.15
3705-RHRFR,,,,,91766.0,5.0,Yes,7.0,22.0,Offer D,Yes,40.19,,Yes,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,,1961.6,0.0,,884.18,
3001-UNBTL,Female,58.0,,1.0,,4.0,Yes,9.0,72.0,None,Yes,,,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Two Year,No,Credit Card,117.5,,47.55,0.0,,11025.19
3617-XLSGQ,Male,47.0,No,0.0,92123.0,3.0,No,0.0,30.0,None,Yes,32.41,No,Yes,Cable,22.0,Yes,Yes,No,Yes,Yes,No,,Yes,One Year,No,Bank Withdrawal,70.4,2044.75,0.0,0.0,972.3,3017.05
9866-OCCKE,Male,72.0,No,0.0,91020.0,4.0,No,0.0,57.0,Offer B,Yes,9.1,Yes,Yes,DSL,,No,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,Bank Withdrawal,79.75,4438.2,0.0,0.0,518.6999999999999,4956.9
8456-QDAVC,,36.0,Yes,,95937.0,,Yes,1.0,27.0,None,Yes,2.4,,,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,550.1,0.0,0.0,64.8,
2506-TNFCO,,39.0,Yes,3.0,,4.0,Yes,7.0,72.0,None,Yes,49.12,Yes,Yes,DSL,,Yes,Yes,Yes,Yes,Yes,,No,Yes,Two Year,No,Bank Withdrawal,80.2,5714.2,0.0,0.0,3536.64,9250.84
9327-QSDED,Female,,No,0.0,,3.0,No,,,Offer D,Yes,32.87,Yes,Yes,Fiber Optic,,,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,1789.25,0.0,120.0,624.53,2533.78
3221-CJMSG,,38.0,No,0.0,91733.0,3.0,No,,41.0,None,Yes,32.66,Yes,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,,962.25,,0.0,1339.06,2301.31
9178-JHUVJ,Male,31.0,No,,95450.0,4.0,No,0.0,70.0,None,Yes,26.62,Yes,,Cable,,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,,64.95,4551.5,20.87,0.0,1863.4,6394.030000000001
5091-HFAZW,,42.0,Yes,3.0,95558.0,5.0,Yes,1.0,40.0,None,Yes,3.01,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,0.0,0.0,120.4,897.75
5980-BDHPY,Male,68.0,Yes,,94550.0,4.0,Yes,4.0,62.0,None,Yes,,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,5618.3,,0.0,295.12,5913.42
0329-GTIAJ,,,No,0.0,90069.0,5.0,No,0.0,,Offer C,Yes,,Yes,Yes,Cable,27.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,,2157.5,0.0,,,3697.02
5815-HGGHV,Female,21.0,No,,90019.0,,No,0.0,8.0,,Yes,1.28,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0.0,10.24,559.14
9251-WNSOD,Female,57.0,No,0.0,90301.0,5.0,,0.0,,Offer B,,13.89,No,No,None,0.0,No,No,No,No,No,No,,No,Two Year,Yes,Bank Withdrawal,19.55,,0.0,0.0,777.84,1858.39
7552-KEYGT,Male,24.0,Yes,,91201.0,3.0,Yes,8.0,35.0,None,,48.3,Yes,,Fiber Optic,73.0,No,Yes,Yes,Yes,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.95,3782.4,31.9,0.0,1690.5,
3524-WQDSG,Male,58.0,No,0.0,92267.0,,No,0.0,28.0,,Yes,40.39,No,No,,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.25,,0.0,0.0,1130.92,1665.62
4844-JJWUY,Male,22.0,No,0.0,93921.0,,,0.0,72.0,None,Yes,48.36,Yes,Yes,,71.0,Yes,Yes,No,Yes,,Yes,,No,Two Year,No,Credit Card,86.05,6309.65,0.0,20.0,,9811.57
0323-XWWTN,,78.0,Yes,0.0,93652.0,,Yes,10.0,19.0,None,Yes,19.57,Yes,Yes,Fiber Optic,,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,,0.0,0.0,371.83,
8406-LNMHF,Female,,No,3.0,,,No,0.0,43.0,None,Yes,30.64,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.1,1070.15,0.0,0.0,1317.52,2387.67
9776-OJUZI,Male,47.0,No,0.0,90713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143-ILDAL,Female,58.0,Yes,0.0,93287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387-KDZQY,Male,,No,0.0,93554.0,5.0,No,0.0,,Offer C,Yes,13.34,No,No,None,0.0,,No,,No,No,,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0.0,0.0,346.84,858.0899999999999
7925-PNRGI,Male,34.0,Yes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598-IKHQQ,,,,,93313.0,3.0,Yes,1.0,33.0,None,Yes,19.11,Yes,,DSL,21.0,Yes,Yes,,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,72.75,2447.45,0.0,0.0,630.63,3078.08
5296-PSYVW,,64.0,No,0.0,95258.0,4.0,,0.0,59.0,Offer B,Yes,41.23,Yes,No,,0.0,No,No,No,No,,No,No,No,Two Year,No,Bank Withdrawal,24.45,1493.1,0.0,,2432.57,
8003-EWNDZ,Female,55.0,No,0.0,,,No,0.0,32.0,None,Yes,4.61,Yes,Yes,Fiber Optic,12.0,Yes,No,Yes,Yes,Yes,,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3608.0,0.0,0.0,147.52,3755.52
4990-ALDGW,Male,19.0,,0.0,90242.0,5.0,Yes,4.0,68.0,Offer A,Yes,25.19,Yes,No,None,0.0,,No,No,No,,,,No,Two Year,No,Credit Card,25.05,1629.2,0.0,0.0,1712.92,3342.12
1564-HJUVY,Female,24.0,Yes,,90262.0,3.0,Yes,8.0,58.0,None,Yes,,Yes,Yes,Cable,53.0,Yes,No,No,,No,,Yes,Yes,One Year,Yes,Bank Withdrawal,,3972.25,0.0,,,5537.67
0617-AQNWT,Male,19.0,Yes,0.0,92843.0,4.0,Yes,1.0,63.0,None,Yes,13.45,Yes,Yes,DSL,69.0,,,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,83.5,5435.0,0.0,0.0,847.3499999999999,6282.35
0334-GDDSO,Male,50.0,,0.0,,4.0,No,,1.0,Offer E,Yes,16.34,No,Yes,DSL,4.0,No,,No,,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0.0,0.0,16.34,61.89
5949-EBSQK,Male,45.0,No,0.0,92324.0,4.0,No,0.0,48.0,None,Yes,3.59,No,Yes,DSL,10.0,No,Yes,Yes,,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,,3771.5,0.0,0.0,172.32,3943.82
1564-NTYXF,,,,,91962.0,3.0,No,0.0,44.0,Offer B,,14.37,No,No,None,0.0,,No,,No,No,No,No,No,Two Year,No,,19.55,819.95,0.0,0.0,632.28,1452.23
5322-ZSMZY,Male,,,0.0,96010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0839-JTCUD,Male,41.0,Yes,0.0,93117.0,3.0,Yes,2.0,31.0,None,Yes,,No,Yes,DSL,15.0,Yes,,Yes,Yes,No,Yes,Yes,Yes,One Year,,Credit Card,75.5,2424.45,0.0,0.0,848.47,3272.92
4994-OBRSZ,Male,54.0,Yes,0.0,92270.0,5.0,Yes,10.0,71.0,Offer A,Yes,37.69,No,Yes,Fiber Optic,8.0,No,Yes,Yes,Yes,,Yes,Yes,,Two Year,Yes,Bank Withdrawal,105.25,7291.75,0.0,0.0,,9967.74
2933-FILNV,Male,29.0,No,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350-NYMVI,,80.0,,1.0,90602.0,2.0,Yes,1.0,37.0,Offer C,Yes,6.33,,Yes,Fiber Optic,,No,,,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,0.0,0.0,234.21,3102.36
1084-MNSMJ,,,Yes,1.0,95637.0,5.0,Yes,,58.0,Offer B,Yes,,Yes,Yes,DSL,19.0,No,Yes,No,No,Yes,No,No,,,Yes,Bank Withdrawal,66.8,3970.4,0.0,,2557.8,
6275-YDUVO,Male,55.0,,0.0,94509.0,3.0,Yes,1.0,49.0,Offer B,Yes,39.6,Yes,Yes,Fiber Optic,20.0,,No,No,No,,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,4254.85,,0.0,1940.4,6195.25
7853-WNZSY,Female,63.0,No,0.0,,,No,0.0,21.0,None,Yes,9.06,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,97.35,2119.5,0.0,,190.26,2309.76
7096-ZNBZI,Male,68.0,No,,95250.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625-FLENO,Female,,Yes,0.0,,3.0,Yes,,17.0,Offer D,Yes,21.15,Yes,Yes,Fiber Optic,4.0,,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.9,1348.95,0.0,0.0,359.54999999999995,1708.5
9618-LFJRU,,,,,94517.0,3.0,No,0.0,,None,Yes,37.11,No,Yes,,15.0,,No,No,Yes,No,,No,Yes,,No,Mailed Check,55.1,1253.15,,0.0,816.42,2069.57
3374-TTZTK,Male,24.0,Yes,0.0,92545.0,4.0,Yes,5.0,64.0,None,Yes,32.93,Yes,Yes,DSL,26.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,4480.7,0.0,0.0,2107.52,6588.219999999999
9553-DLCLU,Female,,No,0.0,96108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727-MCYZG,Male,75.0,No,,,3.0,No,0.0,1.0,Offer E,No,0.0,No,Yes,DSL,26.0,,Yes,Yes,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0.0,0.0,43.3
4188-PCPIG,Male,67.0,,0.0,95032.0,,No,,5.0,None,Yes,45.72,,Yes,Fiber Optic,6.0,No,No,,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0.0,228.6,706.3
0117-LFRMW,Male,48.0,Yes,3.0,93433.0,3.0,Yes,,71.0,,Yes,15.71,,Yes,DSL,57.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,0.0,100.0,1115.41,7502.71
3567-PQTSO,,,No,0.0,95563.0,3.0,,0.0,,Offer B,Yes,1.94,Yes,Yes,DSL,73.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0.0,0.0,114.46,4900.56
7233-DRTRF,Female,46.0,No,0.0,95323.0,,No,0.0,69.0,Offer A,Yes,13.91,Yes,Yes,Cable,7.0,,Yes,No,,No,No,No,Yes,Two Year,Yes,Credit Card,,4577.9,0.0,0.0,,5537.69
8064-RAVOH,Male,63.0,Yes,,,3.0,,6.0,46.0,Offer B,No,,No,Yes,DSL,26.0,Yes,,,,No,No,,No,Two Year,No,Credit Card,40.4,1842.7,0.0,80.0,0.0,1922.7
0839-QNXME,,,,,,,Yes,5.0,33.0,None,Yes,31.76,Yes,Yes,Fiber Optic,7.0,No,,Yes,,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,3092.0,,,1048.0800000000002,
2878-DHMIN,Male,54.0,No,0.0,95762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-WKXMW,Female,59.0,,,96014.0,4.0,,0.0,53.0,None,Yes,,No,Yes,Fiber Optic,,No,,Yes,Yes,,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,5042.75,,0.0,1795.64,6838.39
2202-OUTMO,Male,23.0,No,0.0,93546.0,5.0,No,0.0,14.0,Offer D,Yes,36.42,,No,None,0.0,No,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,,,0.0,,,
1577-HKTFG,,20.0,No,0.0,,,No,,60.0,None,Yes,10.7,Yes,Yes,Fiber Optic,,No,Yes,Yes,No,Yes,,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.9,6396.45,0.0,0.0,642.0,
7542-CYDDM,,,,,,4.0,Yes,1.0,,Offer B,Yes,20.65,Yes,Yes,DSL,25.0,,No,No,No,No,,No,,One Year,,Credit Card,56.1,2386.85,28.83,0.0,867.3,3225.32
3462-BJQQA,Female,41.0,Yes,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070-DVEYC,Male,69.0,Yes,0.0,93720.0,5.0,No,0.0,71.0,Offer A,Yes,,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.85,1901.0,0.0,0.0,1575.49,3476.49
4763-PGDPO,Female,51.0,Yes,3.0,92663.0,5.0,Yes,1.0,9.0,None,Yes,23.36,Yes,Yes,DSL,22.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,,Credit Card,,501.2,0.0,0.0,210.24,711.44
8514-VZHEB,Male,,Yes,0.0,95403.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810-PJUHR,Male,42.0,Yes,0.0,95379.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672-VFMXZ,Male,,Yes,,95066.0,4.0,Yes,,71.0,Offer A,No,0.0,No,Yes,,19.0,Yes,Yes,Yes,Yes,No,No,No,,,No,,46.35,3353.4,18.64,0.0,0.0,3334.76
8807-OPMBM,Female,21.0,Yes,,93465.0,2.0,Yes,1.0,70.0,Offer A,,41.88,,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,,,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0.0,150.0,2931.6000000000004,10756.15
7613-LLQFO,,48.0,No,0.0,91320.0,5.0,No,0.0,38.0,None,Yes,32.63,No,No,None,0.0,No,No,No,No,No,No,,,,No,Mailed Check,19.3,755.5,0.0,0.0,,1995.44
2386-LAHRK,Male,62.0,Yes,3.0,,1.0,Yes,1.0,2.0,None,Yes,5.67,Yes,Yes,DSL,53.0,Yes,No,No,No,,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0.0,0.0,11.34,124.89
7054-DMVAS,Female,44.0,No,0.0,,3.0,No,0.0,1.0,Offer E,Yes,7.34,Yes,,Fiber Optic,11.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.6,84.6,0.0,0.0,7.34,
6295-OSINB,Female,,Yes,0.0,,1.0,Yes,1.0,24.0,Offer C,,0.0,No,Yes,Cable,29.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,40.65,933.3,0.0,0.0,0.0,933.3
8309-IEYJD,,39.0,,,96124.0,,No,0.0,1.0,Offer E,,37.5,No,Yes,DSL,3.0,No,No,No,,No,No,No,,Month-to-Month,No,Bank Withdrawal,43.8,43.8,,0.0,37.5,81.3
9518-IMLHK,,,,,95978.0,3.0,No,0.0,,None,Yes,40.2,No,No,None,0.0,No,No,No,,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,63.6,0.0,0.0,120.6,184.2
9777-WJJPR,Female,,No,0.0,93441.0,3.0,No,,56.0,,No,0.0,No,Yes,DSL,19.0,Yes,Yes,Yes,,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.05,2560.1,0.0,,0.0,2560.1
8268-YDIXR,Male,60.0,Yes,1.0,95977.0,3.0,,1.0,,,Yes,44.05,No,Yes,,19.0,No,No,Yes,No,Yes,Yes,Yes,,Month-to-Month,No,Bank Withdrawal,97.0,1334.45,,0.0,572.65,1907.1
5173-WXOQV,,77.0,No,0.0,94127.0,4.0,No,0.0,22.0,None,,23.43,No,,Fiber Optic,22.0,Yes,Yes,No,No,No,,No,,,No,Bank Withdrawal,81.7,1820.9,29.88,0.0,515.46,2306.48
0723-DRCLG,Male,28.0,Yes,1.0,92004.0,,Yes,1.0,47.0,,,,Yes,Yes,DSL,26.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,,2538.2,,0.0,,4382.95
0923-PNFUB,Female,50.0,No,0.0,92083.0,4.0,No,0.0,12.0,None,Yes,31.22,No,,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,523.1,0.0,0.0,374.64,897.74
7422-WNBTY,Female,22.0,,0.0,95663.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6963-KQYQB,Male,79.0,Yes,0.0,91978.0,3.0,Yes,3.0,9.0,None,Yes,22.79,No,No,None,0.0,No,No,No,No,No,,No,No,One Year,No,Credit Card,19.85,183.15,0.0,0.0,205.11,388.26
3870-SPZSI,Female,20.0,No,0.0,93601.0,1.0,No,0.0,,None,Yes,29.41,No,Yes,Fiber Optic,,No,No,No,No,Yes,No,,No,Month-to-Month,No,Bank Withdrawal,78.05,78.05,,,,117.46
3012-VFFMN,Female,68.0,No,,,3.0,No,0.0,1.0,None,Yes,43.61,No,Yes,Fiber Optic,2.0,No,No,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,,91.3,91.3,0.0,0.0,43.61,134.91
4318-RAJVY,,50.0,No,0.0,95490.0,3.0,No,0.0,5.0,None,Yes,19.3,Yes,Yes,Fiber Optic,25.0,No,No,,No,No,,No,No,Month-to-Month,No,Bank Withdrawal,,402.5,0.0,,96.5,509.0
0680-DFNNY,,,,,95570.0,1.0,Yes,1.0,33.0,None,Yes,11.32,Yes,,Fiber Optic,12.0,No,,Yes,No,Yes,,Yes,,Month-to-Month,,Bank Withdrawal,104.4,,0.0,0.0,373.56,3783.16
4138-NAXED,Male,,No,0.0,,,No,0.0,2.0,None,,25.19,Yes,Yes,Fiber Optic,,No,No,No,,,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,0.0,0.0,,247.13
7130-VTEWQ,Female,39.0,Yes,0.0,96017.0,,Yes,1.0,31.0,,Yes,38.67,Yes,Yes,Cable,13.0,No,Yes,,No,No,,Yes,,Month-to-Month,Yes,Bank Withdrawal,91.15,2995.45,0.0,0.0,1198.77,4194.219999999999
1085-LDWAM,Male,73.0,,0.0,96145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
